path,link-prot,true-dates,comment
data/200102/prot-200102--113.xml,http://data.riksdagen.se/fil/A15B349D-4A57-4D6E-BA60-CC60D5F694F1#page=1,2002-05-27,
data/200203/prot-200203--035.xml,http://data.riksdagen.se/fil/2C25FA23-E2FD-4A58-9C29-7A10034A3EE3#page=1,2002-12-12,
data/200304/prot-200304--134.xml,http://data.riksdagen.se/fil/2C8CA51D-1500-4527-B54D-09E0D19B9D6C#page=1,2003-07-08,
data/200405/prot-200405--005.xml,http://data.riksdagen.se/fil/1C5D8C0A-8F19-46FC-B5C9-8692CC5DAC8B#page=1,2004-09-20,
data/200506/prot-200506--065.xml,http://data.riksdagen.se/fil/9306D1FA-5E84-4726-A320-4DC7E94781D8#page=1,2006-02-01,
data/200607/prot-200607--006.xml,http://data.riksdagen.se/fil/76CFB38E-EC0B-4B69-A4AE-D6EA14F5B846#page=1,2006-10-06,
data/200708/prot-200708--123.xml,http://data.riksdagen.se/fil/4A6A23DE-8BE8-441E-AD0A-32C727A1A9ED#page=1,2008-06-05,
data/200809/prot-200809--052.xml,http://data.riksdagen.se/fil/7D701EA0-AA0B-4576-89D6-9CA1E24CC566#page=1,2008-12-18,
data/200910/prot-200910--072.xml,http://data.riksdagen.se/fil/E2205F18-EC1C-406D-B7D0-AF506124C568#page=1,2010-02-10,
data/201011/prot-201011--067.xml,http://data.riksdagen.se/fil/B4F3E90C-CB03-4A8D-849E-A102CB588C50#page=1,2011-03-04,
data/201112/prot-201112--024.xml,http://data.riksdagen.se/fil/2AB241D3-4999-400F-AF8E-2D0AB3A52833#page=1,2011-10-27,
data/201213/prot-201213--036.xml,http://data.riksdagen.se/fil/717A907B-D5F2-4CC1-B1DF-F20F9690E378#page=1,2012-12-04,
data/201314/prot-201314--055.xml,http://data.riksdagen.se/fil/3823D10A-92D5-44FE-A31C-3CFED613269A#page=1,2014-01-16,
data/201415/prot-201415--010.xml,http://data.riksdagen.se/fil/9144082F-C534-4ED6-A2FD-FC0128084219#page=1,2014-10-16,
data/201516/prot-201516--103.xml,http://data.riksdagen.se/fil/67C9796C-D0ED-4B5D-871C-016E1496A886#page=1,2016-05-11,
data/201617/prot-201617--065.xml,http://data.riksdagen.se/fil/1B5912DC-5248-4042-93DA-69CA45C0E6A8#page=1,2017-02-02,
data/201718/prot-201718--054.xml,http://data.riksdagen.se/fil/9AD3BA05-C2AA-4237-A5A1-49030A853263#page=1,2017-12-20,
data/201819/prot-201819--016.xml,http://data.riksdagen.se/fil/6C1C1DCC-216C-43E3-B5A9-FE1A148C479A#page=1,2018-11-14,
data/201920/prot-201920--065.xml,http://data.riksdagen.se/fil/D4032E83-5F14-4D77-AE77-E9D8504D84D2#page=1,2020-01-29,
data/202021/prot-202021--140.xml,http://data.riksdagen.se/fil/D62BF200-413F-446F-B644-B499603D815A#page=1,2021-06-14,
data/202122/prot-202122--093.xml,http://data.riksdagen.se/fil/57A5D444-042A-4B6A-9650-11DCBA47962B#page=1,2022-04-05,
