id,protocol,page_number,text,merge_type
i-3BKokJ7RYtS5tUNzFYRfhv,corpus/protocols/1923/prot-1923--ak--22.xml,26.0,"mannaförbundet i Gävle måste tas, uppgående till c:a 1,100,000 kr. [SPLIT]Ang. [SPLIT]Och detta innan ännu aktiebolaget Lantmannaförbundet meddelat att [SPLIT][reknande av [SPLIT]det kommit på obestånd. Hur stor skall förlusten då bli för riks-” [SPLIT]a [SPLIT]förbundet, när även denna länge väntade krasch inträffar? Sedan av Svenska länge ha nog de ledande inom Lantmannaförbundet varit medvetna [SPLIT]lantmännens [SPLIT]om att ställningen varit ohållbar. Med ett otroligt lättsinne gjordes [SPLIT]banks rörelse [SPLIT]dock bokslutet pr 31/12 1921 klart och visade en ”bokförd förlust” [SPLIT]aktiebolag. [SPLIT]av 545,814 kr. 49 öre» — som herrarna veta är det stor skillnad [SPLIT](Forts.) [SPLIT]på bokförda och verkliga förluster liksom på bokförda och verkliga ""vinster; vilket jag vill framhålla delvis tack vare att herr Winkler står upp här och förklarar att skatterna äro orsak till krascherna, ett påstående som är medeller omedvetet hyckleri och ingenting annat — »eller jämnt så mycket att likvidationsvägen ej behövde beträdas. Hur ordnades då detta? Som tillgångar upptogos bl. a. en fordran på Lantmännens redskapsaktiebolag i Gävle på 1,257,538 kr. 99 öre. Denna fordran är fullkomligt värdelös och den var det även då redskapsbolagets ställning vid denna tidpunkt var så svag, att det utan tvivel lagenligt varit skyldigt att likvidera, om ej banken då ansett detta mindre önskvärt. Vidare figurerade som tillgång en fordran på riksförbundet å 979,240 kr. 17 öre. Det vore av intresse att få erfara huru denna fordran uppkommit, då väl Lantmannaförbundet huvudsakligast är köpare hos riksförbundet och ej tvärtom.» Jag tror, att det vore av ett visst intresse att få erfara mera 1 detta avseende.",seg_margin
i-Ax3PpBM2hVtgLZBAm6jCqW,corpus/protocols/1923/prot-1923--ak--29.xml,3.0,"Ang. lönerna [SPLIT]Till avgörande företogs andra kammarens tredje tillfälliga utvid statens [SPLIT]skotts utlåtande, nr 5, i anledning av herr Olssons i Golvvasta m. fl. [SPLIT]affärsårivande [SPLIT]motion, nr 190, om skrivelse till Kungl. Maj:t angående reduktion av [SPLIT]per [SPLIT]lönerna för befattningshavare vid statens affärsdrivande verk, samt herr Lithanders motion, nr 191, om skrivelse till Kungl. Maj:t angående ändring i avlöningsbestämmelserna vid statens affärsdrivande",note_margin
i-4FwLT9SYeq7TazZBvndciw,corpus/protocols/1923/prot-1923--ak--32.xml,1.0,"Nr IB [SPLIT]2 - ij Lördagen den 5 maj, f. am. [SPLIT]a kd llägg | [SPLIT]Övriga motionsvis framförda förslag avsågo särskilda punkter [SPLIT]åt bef atningsi de av Kungl. Maj:t föreslagna nya allmänna grunderna för dyrtidshavare [SPLIT]Willägg. . [SPLIT]i statens tjänst m. m. [SPLIT]Utskottet hemställde att riksdagen, i anledning av Kungi. Maj:ts [SPLIT](Forts,) [SPLIT]— förevarande proposition samt de av herr Asplund, herrar Julin och",note_margin
i-8vMmuc37DCBwFqmwMHyGpE,corpus/protocols/1923/prot-1923--ak--32.xml,64.0,"Å föredragningslistan fanns härefter uppfört andra kammarens < [SPLIT]Ang. [SPLIT]fjärde tillfälliga utskotts utlåtande, nr 6, i anledning av väckt motion [SPLIT]lagstadgad [SPLIT]om skrivelse till Kungl. Maj:t angående lagstadgad minimilön för [SPLIT]för arbete [SPLIT]arbete. |",note_margin
i-NTuCm78ZNeGb31XrwBLYty,corpus/protocols/1923/prot-1923--ak--41.xml,56.0,"Lördagen den 26 maj, f. m. 57 [SPLIT]tets förevarande utlåtande nr 1, punkten A), fogade reservationen röstar",note_margin
i-5HwYXovHN1vqAAnA8oJG1d,corpus/protocols/1923/prot-1923--ak--44.xml,58.0,"Vidare förelåg till avgörande andra lagutskottets utlåtande, [SPLIT]Ang. ändring [SPLIT]nr 29, i anledning av väckta motioner om skrivelse till Kungl. Maj:t [SPLIT]i lagen om [SPLIT]angående ändring i lagen om skyddskoppympning, avseende medpre [SPLIT]givande i vissa fall av undantag från ympningsplikten.",note_margin
i-NdhP4YYDsjpsbQ1Y8enXKn,corpus/protocols/1923/prot-1923--fk--34.xml,136.0,Forts. [SPLIT]Efter härmed slutad överläggning bifölls vad utskottet i det nu [SPLIT]SFortad,note_margin
i-DEuSXct8SWmhFdf11UfRCr,corpus/protocols/1924/prot-1924--ak--36.xml,10.0,"Vidare föredrogs andra kammarens fjärde tillfälliga utskotts utlåtande, nr [SPLIT]Ang. ärenden [SPLIT]9, i anledning av väckt motion om skrivelse till Kungl. Maj:t angående viss [SPLIT]<Törande [SPLIT]ändring av proceduren vid prövning av ärenden rörande utländsk arbetskrafts arbetskrafts",note_margin
i-HaKPgLKcm8aYdfcQtQcY3s,corpus/protocols/1924/prot-1924--fk--42.xml,9.0,"Tillfällig lönehanda grunder som för budgetåret 1923—1924, uppginge till högst 9,700 [SPLIT]förbättring för [SPLIT]kronor [SPLIT]viss personal 2 inom statsskolande, där på grund av sålunda föreskriven begränsning avlöningstillägförvaltningen [SPLIT]get skulle utgå med avkortat belopp, avdrag å tillägget i mån av behov göras [SPLIT](Forts.) [SPLIT]— först å den del, som vore att hänföra till lönen, och därefter å den del, som vore att hänföra till tjänstgöringspenningarna; samt att vissa befattningshavare inom den civila statsförvaltningen, vilka icke vore uppförda å ordinarie stat, finge under budgetåret 1924—1925 åtnjuta tillfällig löneförbättring enligt vad Kungl. Maj:t i huvudsaklig överensstämmelse med de grunder, i statsrådsprotokollet angivits, bestämde;",note_margin
i-TJs2bjNrQYxK3mTyBcWsDW,corpus/protocols/1925/prot-1925--ak--31.xml,27.0,"Om > [SPLIT]dagen måtte besluta i skrivelse till Kungl. Maj:t anhålla om utredning och [SPLIT]ändringar + [SPLIT]förslag till vissa i motiveringen närmare angivna ändringar i förordningen anförordningen ""3 g RR & ; gen. g g g ang. [SPLIT]gående försäljning av pilsnerdricka. [SPLIT]försäljning av . $ 3 so | pilsnerdricka. [SPLIT]Utskottet hemställde, att riksdagen, 1 anledning av ovanberörda motioner, [SPLIT](Forts.) [SPLIT]— ville i skrivelse till Kungl. Maj:t anhålla om utredning rörande sådan ändring i förordningen angående försäljning av pilsnerdricka, att däri innefattade kontrollföreskrifter fullständigades och förtydligades i syfte att förefintliga missförhållanden på ifrågavarande område såvitt möjligt undanröjdes, samt om framläggande för riksdagen av det förslag, vartill utredningen kunde föranleda.",note_margin
i-2fuwjnkBRtmgSNpPswWcRY,corpus/protocols/1925/prot-1925--ak--34.xml,120.0,Vidare yttrades ej. Kammaren biföll det av herr Rydén gjorda yrkandet.[SPLIT]= (Forts.,note_margin
i-EwGQVq63HnjcN1Q61W2w2U,corpus/protocols/1925/prot-1925--ak--36.xml,139.0,"Årg. ändring [SPLIT]Slutligen upptogs till behandling första lagutskottets utlåtande, nr 34, i ani föror dningen [SPLIT]ledning av dels Kungl. Maj:ts proposition med förslag till lag om ändrad lydelse [SPLIT]motorfordon. [SPLIT]&V $ 41 i förordningen den 15 juni 1923 om motorfordon, dels ock i ämnet väck-",note_margin
i-WRWeN4EVf7NRe4escQcv26,corpus/protocols/1925/prot-1925--ak--42.xml,32.0,"Jade, under år 1924 utgått med kronor 11,187:09 och under år 1925 med ej [SPLIT]Ang. =",seg_margin
i-Wc2C5wjC9VFj2hKgxWESqQ,corpus/protocols/1925/prot-1925--fk--35.xml,0.0,"Fortsattes överläggningen angående första särskilda utskottets utlåtande nr [SPLIT]Ang: försvars- 1, [SPLIT]avdelningen I. Försvarsväsendets ordnande, punkten 1, så vitt angick den [SPLIT]< väsendets [SPLIT]under rubriken Lantförsvaret upptagna underavdelningen C. Härens organisaordnande. [SPLIT]tion i fred på högre och lägre truppförband. Fästningar.",note_margin
i-6GjTLCc36wfe7YujiDZNRM,corpus/protocols/1926/prot-1926--ak--12.xml,40.0,"S : 3 5 Sa I > kronoegenoch som förordas i reservationen, blir bifallen i denna kammare, såsom jag [SPLIT]< domar. [SPLIT]förmodar den blir, därför att fyra partiledare jämte herr Olsson i Kullenbergs- [SPLIT]= (Forts.) [SPLIT]torp givit den sin anslutning — ja, ursäkta mig, jag förmodar herr Olsson i",seg_margin
i-DWhVHjA8iQU9dFywGEp4er,corpus/protocols/1926/prot-1926--ak--28.xml,134.0,"vo av vederbörande varuägare frivilligt erlagda och inlevererade till tull- [SPLIT]Interpellation. [SPLIT]kassan. På grund av den redogörare vid tullverket jämlikt kungl. resolutio- [SPLIT]= (Forts) [SPLIT]nen på städernas allmänna besvär den 19 januari 1757 medgivna rätt att av vederbörande varuägare inom tre år efter uppbördsårets förlopp indriva anmärkta för ringa uppburna avgifter instämde redogörarna, Olsson och Danell, firman till Göteborgs rådhusrätt med yrkande, att den måtte förklaras skyldig till tullkassan inbetala det fastställda bötesbeloppet, 6,224 kronor 14 öre, men fann rådhusrätten, genom dom den 17 december 1923, att detta yrkande icke kunde bifallas, enär böter i föreliggande fall icke hade bort debiteras. Göta hovrätt, där redogörarna anfört besvär över rådhusrättens dom, förpliktade Mauritz Almqvist att till tullkassan inbetala nyssnämnda belopp. Mauritz Almqvist har i högsta domstolen anfört besvär över Göta hovrätts utslag. Om högsta domstolen nu skulle komma att biträda Göteborgs rådhusrätts uppfattning, så kommer Kungl. Maj:t i högsta domstolen att stå emot Kungl. Maj:t i regeringsrätten. I vissa hänseenden äro de nu gällande bestämmelserna om varors förtullning av en sådan art, att tulltjänstemännen näppeligen torde kunna med säkerhet tillämpa tulltaxan, vilket bland annat framgick av ett på sin tid i dagspressen refererat mål angående att tullfri import i olika poster av dyrbarare persiska mattor ägt rum för en till riket inflyttad privatpersons räkning. Redan de anförda exemplen torde visa behövligheten av förändrade bestämmelser om tulltjänstemännens ansvar och ersättningsskyldighet, utan att jag behöver genomgå de olika författningarna för att ytterligare påvisa de förefintliga bristerna i vår lagstiftning på detta område. |",seg_margin
i-VnRvQ1fpYqQrQaxwiGPF76,corpus/protocols/1926/prot-1926--ak--29.xml,19.0,20 [SPLIT]Onsdagen den 28. april f. m. [SPLIT]Utskottets hemställan föredrogs. Därvid anförde:,note_margin
i-TMuiikHThDEBKipRAJW47f,corpus/protocols/1926/prot-1926--fk--36.xml,110.0,Efter härmed slutad överläggning lades ifrågavarande moment till hand- [SPLIT]Ang. [SPLIT]lingarna. [SPLIT]en till chefen för finansde-,note_margin
i-JWH8Dq2Q39bxCFpqFgp4mQ,corpus/protocols/1927/prot-1927--ak--37.xml,136.0,Lördagen den 28 maj e. m. [SPLIT]137 [SPLIT]I . A - Ja | Nej står Herr Lövgren i Nyborg . . ...... 1 » Dahlén . . . oc oss so so oc | | » Samuelsson . . ss ss so oc | » Hedström s« s: ss ss . & 8 » & 1 » Grapenson. . ss so so 0 vv | 1 Summa | 104 |114 | 5,note_margin
i-Mpv2VUxoSohn5Q14u7eYJi,corpus/protocols/1927/prot-1927--ak--40.xml,62.0,"fälle att följa denna utväxling av promemorior, men först under början av ja- [SPLIT]Ang. överensnuari upptogos ingående överläggningar angående ett eventuellt nytt avtal. [SPLIT]kommelse med",seg_margin
i-FqTwXkit9xcBFUuQVckY9u,corpus/protocols/1927/prot-1927--fk--13.xml,88.0,"Efter härmed slutad överläggning gjordes i enlighet med därunder framkom- . [SPLIT]Ang. [SPLIT]na yrkanden propositioner, först på bifall till vad utskottet i det nu föredragna [SPLIT]av telsgrak [SPLIT]utlåtandet hemställt samt vidare på antagande av det förslag, som innefattades [SPLIT]fullmäktige [SPLIT]i den vid utlåtandet avgivna reservationen; och förklarades den senare propoomm.",note_margin
i-Gvq5oY27jPHn9KMWqmmCA4,corpus/protocols/1927/prot-1927--fk--36.xml,90.0,"sjukhus i allmänhet utgående statsbidraget, dock med de inskränkningar, som [SPLIT]+ Ang. [SPLIT]iu 1 reservationen förordats; [SPLIT]statsbidrag ti",note_margin
i-QgHw4gXv9b6byJnZJafQpQ,corpus/protocols/1928/prot-1928--ak--15.xml,16.0,"så märkvärdigt, men det beror på att herrarna icke ha läst historia tillräckligt. [SPLIT]Ang. [SPLIT]På grund av att jag håller före, att i ett blivande samhälle en mycket stor porkustartslleriets [SPLIT]tion kommunism måste ingå, anser jag, att vi icke kunna gå med på herr Lindtion till rörligt [SPLIT]hagens motion om den allmänna värnpliktens avskaffande. [SPLIT]kustförsvar. [SPLIT]Vi ha förut en gång här i landet haft allmän värnplikt, och när vi hade [SPLIT]= (Forts.) [SPLIT]det, hade vi ett kommunistiskt samhälle. Då var samhället rikt, och bondeklassen var bottenrik samt vände upp och ned på hela Europa, ja, stökade om med varje torva där. Om det nu var vällevnad enbart eller andra omständigheter, som gjorde det, ett faktum är emellertid, att bondeklassen slöade till och släppte den allmänna värnplikten ifrån sig. Då brast bondens ryggrad, och han gick in i slaveri under feodalismen. Nu ha vi återigen fått den allmänna värnplikten. Den ärade talaren skall icke inbilla sig, att vi skola släppa den allmänna värnplikten en gång till. Vi ha sett, vad följderna blivit av att man förut släppt den. I varje fall är det säkert, att Ryssland icke kommer att släppa den allmänna värnplikten.",seg_margin
i-77T5wJMpsAd7UDF2LMED45,corpus/protocols/1928/prot-1928--ak--17.xml,35.0,Ang: A örbättri . | [SPLIT]Av- [SPLIT]Pndernålt ot [SPLIT]Ja | Nej står [SPLIT]vissa vägar för automobiltrafik. [SPLIT]Västernorrlands län. [SPLIT](Forts.) [SPLIT]Herr Öberg. ........... vr 1 » Johansson i Sollefteå . . . . . . . 1 » Bergström i Bäckland ...... 1 » Lagerkwist 8 8 8 VV RYG nm & & dä 1 » Strindlund. . .. ........ 1 » Västberg ............ 1 » Molander . .. ........r. 1 » Rudén . ......so..s..c..o. 1 » Frost. ......s.....v. vr D Berg css csrrrRR sk RA 1 Jämtlands län. Herr Olofsson i Digernäs . ...... | » Hedlund i Östersund . . .. . .. | 1 » Hedlund i Häste. ......... | » Persson i Trången . ....... 1 » Olsson i Rödningsberg . . . . .. | 1 Västerbottens län. | Herr Wiklund . ........... 1 » Bäckström. . .......... 1 » Wikström . ....... sees 1 » Brännström ........... 1 » Lindmark . . . os. scosco cc cvc” 1 » Lindberg oss cc. 1 » Sandberg ........ eo 8 1 Norrbottens län. | Herr Hage . .. ..... cc v0 ov 1 | » Nilsson i Antnäs. . .. ..... | 1 | » Lövgren i Nyborg . ....... | 1 » Dablén . ...........v”. 1 » Samuelsson . .. co... ..vr. 1 » Hedström . ... ........ 1 | » Grapenson. .. ..... soc c. 1 |,note_margin
i-J2Td4aJi3PiMiwA1E9uGzz,corpus/protocols/1928/prot-1928--ak--24.xml,40.0,"Härefter föredrogs jordbruksutskottets utlåtande, nr 29, i anledning av [SPLIT]= Ang. [SPLIT]Kungl. Maj:ts proposition angående försäljning av viss del av Västgöta och [SPLIT]försäljning av [SPLIT]Skaraborgs regementens förutvarande mötesplats Axvalls hed. [SPLIT]förutvarande : mötesplatsen [SPLIT]Ordet begärdes därvid av [SPLIT]Axzvalls hed.",note_margin
i-SjBzj48nPYzMUqdN5Tgqes,corpus/protocols/1928/prot-1928--ak--36.xml,32.0,Övriga delar av utskottets hemställan i punkten I) blevo härefter på herr [SPLIT]Ang. den stats-,note_margin
i-G9otFWrNjBjerPF47bk3qY,corpus/protocols/1928/prot-1928--ak--41.xml,75.0,"Ang. [SPLIT]Över omröstningen fördes anteckningar å voteringlista, som här nedan instatsbidrag till [SPLIT]tages . kommunala ? flickskolor m. m. [SPLIT]| Av- [SPLIT](Forts.) [SPLIT]Ja | Nej står Herr Förste Vice Talmannen. . . . .. 1 » Andre Vice Talmannen . . .... 1 Stockholms stad. Herr Lindman . .... . ...s. vr 1 » Lindqvist i Stockholm . . .... » Löfgren i Stockholm . . ... .. 1 » Hag MAN: ss 8 && s € 8 & öä & 1 » Eriksson i i Stockholm. . oo. sc 1 » Hansson i Stockholm . . . . . .. | 1 » Nylander . .....ccocc0cc- » Johanson i Stockholm ar rea 1 Holmström i Stockholm ..... | Fru Östlund . .... . ..... rv. Fröken Welin . ........... | 1/| Herr Forssell . oo... co. soc oc 00 i » Carlsson i Stockholm . . . . . . . 1 » Holmdahl . oo oso ococ6sc6c6c. 1 » Järte .. ..... ... . . vr 1 Fru Wessman. . ... oc... .. ss... Stockholms län. | Herr Söderberg . . ccs ccs 0 cc | 1 » Karlsson i Vätö . . cs. cc cs | » Andersson i Igelboda . . . sv « « | 1 » Andersson i Tungelsta . . . . . . | 1 » Bernström. . .. ..... cc. | 1 » Christenson i Södertälje. . . . . . 1 » Laurin . ..........s. ov 1 » Mosesson . oo... . co. svor 1 5 Alls os & - ss ss & & & ss & » j& 1 Fru Ekberg os oss ss rr 1 Uppsala län | Herr Borg . ...scc00c0 00 0 | 1 » Sjölander . ccs es ses 0 cs | » Olsson i Golvvasta . . . ..... 1 » Björnberg . .. . . «ss scco cc 1 » Lundquist i Baggarbo . ..... 1 Södermanlands län. Herr Johansson i Uppmälby . . . . .. 1 » Olsson i Ramsta . . . .. .. .. 1 » Schill . oo. co... cc c.csco cv. 1 » Laurén . ..... cos vcvc vw. 1 » Andersson i Katrineholm . .... 1 » Jonsson i Eskilstuna . . ..... 1 » Lundkvist i Eskilstuna . . . . . . | 1",note_margin
i-6pC5ujKYd8X47pGGf4SpUr,corpus/protocols/1928/prot-1928--fk--32.xml,41.0,"Nr 382. [SPLIT]492 Onsdagen den 16 maj f. m. [SPLIT]An [SPLIT]Överläggningen ansågs härmed slutad, varefter enligt de yrkanden, som därejterek ökande [SPLIT]under framkommit, gjordes propositioner, först på bifall till vad utskottet i det [SPLIT]betalnings- [SPLIT]Nu ifrågavarande utlåtandet hemställt samt vidare på bifall till de i ämnet väckskyldighet [SPLIT]ta motionerna; och förklarades den förra propositionen, som upprepades, vara",note_margin
i-DzxF19wjBVc9BdiT8Zmy2d,corpus/protocols/1929/prot-1929--ak--29.xml,8.0,"Å föredragningslistan var härefter uppfört andra kammarens tredje tillfäl- [SPLIT],., Ang. . o : äs : o Ila tillsättande av [SPLIT]liga utskotts utlåtande, nr 5, med anledning av väckt motion angående tillsätj,afikpoliser i",note_margin
i-TkLcaVpuDNMG7VCYWvdVLG,corpus/protocols/1929/prot-1929--fk--31.xml,10.0,"komstpost, kunde det icke avse detta årets statsreglering, budgeten 1929/1930, [SPLIT]Ang. 5 [OSS Förke ÅR a a Pr sm . säg s c . z gemensam omutan därpå följande års; men det få herrarna göra upp sinsemellan, vilket [SPLIT]föstning i viss",seg_margin
i-6kT8mJDwfRJeCsUfHfJkae,corpus/protocols/1930/prot-1930--ak--18.xml,46.0,"eller större lättnad för vägdistrikten med den ena än med den andra metoden, [SPLIT]Ang. 7 [SPLIT]utan man har klart för sig, att man har ett visst belopp att röra sig med, och [SPLIT]förbättring oc",seg_margin
i-Q163ZAyA6kzMFMCf4aCknR,corpus/protocols/1930/prot-1930--ak--21.xml,12.0,"Till avgörande företogs konstitutionsutskottets utlåtande, nr 17, i anled- [SPLIT]Ang. godkänning av Kungl. Maj:ts proposition angående godkännande av en i Genéve den [SPLIT]nande av en 17 juni 1925 dagtecknad konvention rörande kontroll av den internationella [SPLIT]konvention rö",note_margin
i-5ijUi3RMnqz35GzC42G96m,corpus/protocols/1930/prot-1930--ak--26.xml,13.0,"4ng. [SPLIT]Uti en till riksdagen avlåten, den 21 februari 1930 dagtecknad proposition, [SPLIT]Le [SPLIT]nr 132, vilken hänvisats till statsutskottet för förberedande behandling, hade [SPLIT]byggnäder [SPLIT]Kungl. Maj:t, under åberopande av bilagt utdrag av statsrådsprotokollet över [SPLIT]i Norrland. [SPLIT]ecklesiastikärenden för sistnämnda dag, föreslagit riksdagen att till statsbidrag [SPLIT](Forts.) [SPLIT]— till byggnader för folkskoleväsendet inom Jämtlands, Västerbottens och Norrbottens län, dock ej rikets nordligaste gränsorter, bevilja för budgetåret 1930/1931 ett extra reservationsanslag av 100,000 kronor att utgå under de",note_margin
i-LnZEMDwAkUy1zfNVDVN6xm,corpus/protocols/1930/prot-1930--ak--33.xml,48.0,"Halland är det också förklarligt. Det ligger mitt emellan Skåne och Bohuslän. [SPLIT]Ang. En rättsuppfattning kan lätt påverkas av det lands lagar, till vilket landskapet [SPLIT]ändringar + [SPLIT]hör. När detta landskap överflyttades till Sverige, var det ganska naturligt, [SPLIT]till fiske m. m. [SPLIT]att den svenska rättsuppfattningen påverkade de landskap, som lågo längre [SPLIT]= (Forts) [SPLIT]bort från det gamla moderlandet. Men beträffande landet vid Öresund hade man grannarna mitt emot sig. Där kvarlevde den gamla rättssedvänjan. I Halland utplånades den, och i Bohuslän hade den aldrig funnits.",seg_margin
i-WbYNCKyhUHzjXJN5hS6RTV,corpus/protocols/1930/prot-1930--ak--39.xml,102.0,"Vinner Nej, har kammaren, med avslag å utskottets berörda hemställan, bi- [SPLIT]Ang. fallit den i ämnet väckta motionen. [SPLIT]ifrågasatt upphävande [SPLIT]Sedan kammarens ledamöter härefter intagit sina platser samt voterings-""”” [SPLIT]Fr orts.",note_margin
i-HH6aNCPx5wfK3AZBMZUZdG,corpus/protocols/1930/prot-1930--ak--4.xml,6.0,"Z 2 proposuonen. [SPLIT]gäller en lag som är avsedd att sedermera antagas som permanent — att man [SPLIT](Forts.) [SPLIT]vid provisorietidens utgång har att pröva, huruvida en permanent lagstiftning ” då skall följa eller icke. Det innebär sålunda icke, när man kommer fram till denna nya tidpunkt, någon avvikelse från en tidigare ståndpunkt, eller att ett meningsskifte i sak ägt rum, om man då voterar för lagens definitiva antagande. Det innebär tvärtom, att man fullföljer ärendets behandling på det sätt, som det första provisoriska beslutet förutsatte, nämligen, att man hunnit fram till en tidpunkt, där man i den då förevarande situationen och med då föreliggande erfarenheter har att pröva, huruvida en permanent eller en provisorisk lagstiftning skall följa. Att därför åberopa den omständigheten, att vi 1926 ansågo, att det då fanns skäl för ett provisorium, såsom ett bevis för riktigheten av att man på regeringssidan nu ånyo föreslår ett ytterligare provisorium, förefaller mig vara en argumentation, som icke håller eller övertygar.",seg_margin
i-FjmzyfeHchECj4PfL6GDNL,corpus/protocols/1930/prot-1930--fk--30.xml,24.0,"Onsdagen den 7 maj. d [SPLIT]avgivna motionen, alltså, »att f. folkskoleinspektörens, lappfogdens i Norrbottens läns norra distrikt Johan Olof Holms änka Sara Albertina Holm, född Holmgren, samt makarnas minderåriga barn Sara Greta Birgitta, Sara Göta Margareta, Sara Hilja Elisabet, Karl-Olov Sigvard och Erik-Olov Daniel må, räknat från den 1 april 1929, å allmänna indragningsstaten uppbära en årlig pension, motsvarande den, som tillkommer efterlevande till befattningshavare i lönegraden B 24 eller förutom pensionsförhöjning och dyrtidstillägg, 1,400 kronor för änkan och sammanlagt 1,120 kronor för barnen.»",seg_margin
i-WgHWDANcFTBs1nNXjGtDqP,corpus/protocols/1931/prot-1931--ak--19.xml,50.0,"nr 176, med förslag till lag om ändrad lydelse av 1 $ lagen den 9 oktober [SPLIT]+<Ang.: [SPLIT]1914 angående förbud i vissa fall mot varors förseende med oriktig ursprungsutvidgning oc [SPLIT]beteckning och saluhållande av oriktigt märkta varor; [SPLIT]Tagen om wppnr 173, med förslag till lag om ändrad lydelse av 35 $ första stycket lagen [SPLIT]sikt å vissa [SPLIT]den 23 oktober 1891 (nr 68) angående väghållningsbesvärets utgörande på [SPLIT]jordbruk. [SPLIT]landet; [SPLIT](Forts.) [SPLIT]nr 177, angående understöd åt efterlevande till tillförordnade sekreteraren, notarien å extra stat hos riksförsäkringsanstalten C. A. O:son Cronström och extra ordinarie tjänstemannen hos nämnda ämbetsverk G. H. Lindstén; nr 178, angående pension åt förra småskollärarinnan Signe Eriksson; i nr 179, angående pension åt arbetarna vid flottans varv i Karlskrona A. E. P:son Wilson och F. A. L. Danielsson; nr 180, angående tilläggspension åt ämneslärarinnan Anna Sofia Sondén och f. d. första lärarinnan Lilly Emilia Högdahl; och nr 181, angående pension till vissa i statens tjänst anställda personer.",note_margin
i-Scty7cWTFi5KJeh13TRmiZ,corpus/protocols/1931/prot-1931--ak--43.xml,98.0,"beting och vilkas avlöning man, då de äro sjuka, reducerar med omkring 50 4. [SPLIT]Ang. ändring [SPLIT]Jag menar, att det vore rättvist att borttaga denna undantagsbestämmelse och [SPLIT]” Tagen [SPLIT]inbegripa samtliga under huvudregeln. Vad skall man säga om denna undanföreningar [SPLIT]tagsställning? Är den ej att betrakta som en löneförmån, den förmån man [SPLIT]” m.m. [SPLIT]atnjuter i form av fria sjukdagar eller med visst avdrag på lönen? Som också [SPLIT]= (Forts) [SPLIT]sociala rådet anfört, skulle det vara orättvist, att, när man nu undantagit de kommunalanställda, låta dessa s. k. statsanställda stå kvar.",seg_margin
i-NaHb9nSqd1d1CNprVkVGux,corpus/protocols/1931/prot-1931--ak--44.xml,104.0,"Efter härmed slutad överläggning gav herr talmannen propositioner dels på bifall till utskottets hemställan, dels ock på avslag därå; och fann herr [SPLIT]Andra kammarens protokoll 1931. Nr 44. [SPLIT]8",note_margin
i-LVFakEae58tZnfYvXAMXNe,corpus/protocols/1931/prot-1931--fk--38.xml,36.0,"Tisdagen den 19 maj. [SPLIT]37 [SPLIT]nr 38, i anledning av Kungl. Maj:ts proposition med förslag till.lag om ändring i vissa delar av lagen den 17 oktober 1900 om straffregister. Vad utskottet i dessa utlåtanden hemställt bifölls.",note_margin
i-5QwVLEFSPtiq4ckgG5uU7z,corpus/protocols/1932/prot-1932--ak--38.xml,9.0,"organisation oas 3ö + 8 5 : IN m ""skolans organisation m. m. jämte i ämnet väckta motioner.",note_margin
i-9mKazPc1WZ3PMGFQWiMjMw,corpus/protocols/1932/prot-1932--ak--44.xml,143.0,"Ang. I kontroll å [SPLIT]Ja | Nej AV- | [SPLIT]tillverkningen [SPLIT]står [SPLIT]av samt [SPLIT]fm Herr Västberg. . ........... [SPLIT]m.m. [SPLIT]» Molander . .. ......... [SPLIT](Forts.) [SPLIT]» Edberg . sosse rr » Rudén. . .... ce... co cr 5 Dandstrött. -« « s s ss « 8 ss & 1 > Öhman ; ss ss:sss.8 585 6 1 » Berg sosse er Jämtlands län. Herr Olofsson i Digernäs . . . . .. .. | » Hedlund i Östersund . . ..... 1 » Hedlund i Häste . . .. ..... 1 » Persson i Trången. . ... . ... » Olsson i Rödningsberg. . . . . . « 1 Västerbottens län. Herr Wiklund i Brattfors. . . ..... 5 ""Wikström . «ks ss 5 ss 5 & & & & 1 » Lindmark . .. co... sco. sco.co.c. » Lindberg. . ss ss ss sv sr » MNandberg . os ss cc csr 1 » Näslund. .......... ot 1 » Wiklund i Byske . . oo. cc ccs Norrbottens län. Herr Haägö « soc sv 8 cv 8 =. 1 » Nilsson i Antnäs . . ....... » DLÖVgreDN. . ... co... ov or » Dahlén . ............ 5 :GTapenB0N. s ss & ss & ä & 1 » Selberg: : « s s = s «os « & 1 » Lundström -. .......... 1",note_margin
